Entry	Nuc_Genomic_EMBL_ID_1	Nuc_Genomic_EMBL_Link_1	Nuc_Genomic_EMBL_ID_2	Nuc_Genomic_EMBL_Link_2	Nuc_Genomic_EMBL_ID_3	Nuc_Genomic_EMBL_Link_3	Nuc_Genomic_EMBL_ID_4	Nuc_Genomic_EMBL_Link_4	Nuc_Genomic_EMBL_ID_5	Nuc_Genomic_EMBL_Link_5	Nuc_Genomic_EMBL_ID_6	Nuc_Genomic_EMBL_Link_6	Nuc_Genomic_EMBL_ID_7	Nuc_Genomic_EMBL_Link_7	Nuc_Genomic_EMBL_ID_8	Nuc_Genomic_EMBL_Link_8	Nuc_Genomic_EMBL_ID_9	Nuc_Genomic_EMBL_Link_9	Nuc_Genomic_EMBL_ID_10	Nuc_Genomic_EMBL_Link_10	Nuc_Genomic_EMBL_ID_11	Nuc_Genomic_EMBL_Link_11	Nuc_Genomic_EMBL_ID_12	Nuc_Genomic_EMBL_Link_12	Nuc_Genomic_EMBL_ID_13	Nuc_Genomic_EMBL_Link_13	Nuc_Genomic_EMBL_ID_14	Nuc_Genomic_EMBL_Link_14	Nuc_mRNA_EMBL_ID_1	Nuc_mRNA_EMBL_Link_1	Nuc_mRNA_EMBL_ID_2	Nuc_mRNA_EMBL_Link_2	Nuc_mRNA_EMBL_ID_3	Nuc_mRNA_EMBL_Link_3	Nuc_mRNA_EMBL_ID_4	Nuc_mRNA_EMBL_Link_4	Nuc_mRNA_EMBL_ID_5	Nuc_mRNA_EMBL_Link_5	Nuc_mRNA_EMBL_ID_6	Nuc_mRNA_EMBL_Link_6	Nuc_mRNA_EMBL_ID_7	Nuc_mRNA_EMBL_Link_7	Nuc_mRNA_EMBL_ID_8	Nuc_mRNA_EMBL_Link_8	Nuc_mRNA_EMBL_ID_9	Nuc_mRNA_EMBL_Link_9	Nuc_mRNA_EMBL_ID_10	Nuc_mRNA_EMBL_Link_10	Nuc_mRNA_EMBL_ID_11	Nuc_mRNA_EMBL_Link_11	Nuc_mRNA_EMBL_ID_12	Nuc_mRNA_EMBL_Link_12	Nuc_mRNA_EMBL_ID_13	Nuc_mRNA_EMBL_Link_13	Nuc_mRNA_EMBL_ID_14	Nuc_mRNA_EMBL_Link_14	Nuc_mRNA_EMBL_ID_15	Nuc_mRNA_EMBL_Link_15	Prot_EMBL_ORF_ID_1	Prot_EMBL_ORF_Link_1	Prot_EMBL_ORF_ID_2	Prot_EMBL_ORF_Link_2	Prot_EMBL_ORF_ID_3	Prot_EMBL_ORF_Link_3	Prot_EMBL_ORF_ID_4	Prot_EMBL_ORF_Link_4	Prot_EMBL_ORF_ID_5	Prot_EMBL_ORF_Link_5	Prot_EMBL_ORF_ID_6	Prot_EMBL_ORF_Link_6	Prot_EMBL_ORF_ID_7	Prot_EMBL_ORF_Link_7	Prot_EMBL_ORF_ID_8	Prot_EMBL_ORF_Link_8	Prot_EMBL_ORF_ID_9	Prot_EMBL_ORF_Link_9	Prot_EMBL_ORF_ID_10	Prot_EMBL_ORF_Link_10	Prot_EMBL_ORF_ID_11	Prot_EMBL_ORF_Link_11	Prot_EMBL_ORF_ID_12	Prot_EMBL_ORF_Link_12	Prot_EMBL_ORF_ID_13	Prot_EMBL_ORF_Link_13	Prot_EMBL_ORF_ID_14	Prot_EMBL_ORF_Link_14	Prot_EMBL_ORF_ID_15	Prot_EMBL_ORF_Link_15	Prot_EMBL_ORF_ID_16	Prot_EMBL_ORF_Link_16	Prot_EMBL_ORF_ID_17	Prot_EMBL_ORF_Link_17	Prot_EMBL_ORF_ID_18	Prot_EMBL_ORF_Link_18	Prot_EMBL_ORF_ID_19	Prot_EMBL_ORF_Link_19	Prot_EMBL_ORF_ID_20	Prot_EMBL_ORF_Link_20	Prot_EMBL_ORF_ID_21	Prot_EMBL_ORF_Link_21	Prot_EMBL_ORF_ID_22	Prot_EMBL_ORF_Link_22	Prot_EMBL_ORF_ID_23	Prot_EMBL_ORF_Link_23	Prot_EMBL_ORF_ID_24	Prot_EMBL_ORF_Link_24	Prot_EMBL_ORF_ID_25	Prot_EMBL_ORF_Link_25	Prot_EMBL_ORF_ID_26	Prot_EMBL_ORF_Link_26	Prot_RefSeq_ID_1	Prot_RefSeq_NucID_1	Prot_RefSeq_ProteinLink_1	Prot_RefSeq_NucLink_1	Prot_RefSeq_ID_2	Prot_RefSeq_NucID_2	Prot_RefSeq_ProteinLink_2	Prot_RefSeq_NucLink_2	Prot_RefSeq_ID_3	Prot_RefSeq_NucID_3	Prot_RefSeq_ProteinLink_3	Prot_RefSeq_NucLink_3	Prot_RefSeq_ID_4	Prot_RefSeq_NucID_4	Prot_RefSeq_ProteinLink_4	Prot_RefSeq_NucLink_4	Prot_RefSeq_ID_5	Prot_RefSeq_NucID_5	Prot_RefSeq_ProteinLink_5	Prot_RefSeq_NucLink_5	Prot_RefSeq_ID_6	Prot_RefSeq_NucID_6	Prot_RefSeq_ProteinLink_6	Prot_RefSeq_NucLink_6	Prot_RefSeq_ID_7	Prot_RefSeq_NucID_7	Prot_RefSeq_ProteinLink_7	Prot_RefSeq_NucLink_7	Prot_RefSeq_ID_8	Prot_RefSeq_NucID_8	Prot_RefSeq_ProteinLink_8	Prot_RefSeq_NucLink_8	Prot_RefSeq_ID_9	Prot_RefSeq_NucID_9	Prot_RefSeq_ProteinLink_9	Prot_RefSeq_NucLink_9	Prot_RefSeq_ID_10	Prot_RefSeq_NucID_10	Prot_RefSeq_ProteinLink_10	Prot_RefSeq_NucLink_10	Prot_RefSeq_ID_11	Prot_RefSeq_NucID_11	Prot_RefSeq_ProteinLink_11	Prot_RefSeq_NucLink_11
Q0C899	CH476609	https://www.ebi.ac.uk/ena/browser/view/CH476609																																																									EAU29534.1	https://www.ebi.ac.uk/ena/browser/view/EAU29534.1	XP_001209387.1	https://www.ncbi.nlm.nih.gov/protein/XP_001209387.1																																																	XP_001209387.1	XM_001209387.1	https://www.ncbi.nlm.nih.gov/protein/XP_001209387.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_001209387.1																																								
Q0C8A0	CH476609	https://www.ebi.ac.uk/ena/browser/view/CH476609																																																									EAU29533.1	https://www.ebi.ac.uk/ena/browser/view/EAU29533.1	XP_001209386.1	https://www.ncbi.nlm.nih.gov/protein/XP_001209386.1																																																	XP_001209386.1	XM_001209386.1	https://www.ncbi.nlm.nih.gov/protein/XP_001209386.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_001209386.1																																								
Q0C8A3	CH476609	https://www.ebi.ac.uk/ena/browser/view/CH476609																																																									EAU29530.1	https://www.ebi.ac.uk/ena/browser/view/EAU29530.1	XP_001209383.1	https://www.ncbi.nlm.nih.gov/protein/XP_001209383.1																																																	XP_001209383.1	XM_001209383.1	https://www.ncbi.nlm.nih.gov/protein/XP_001209383.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_001209383.1																																								
Q0C8A5	CH476609	https://www.ebi.ac.uk/ena/browser/view/CH476609																																																									EAU29528.1	https://www.ebi.ac.uk/ena/browser/view/EAU29528.1	XP_001209381.1	https://www.ncbi.nlm.nih.gov/protein/XP_001209381.1																																																	XP_001209381.1	XM_001209381.1	https://www.ncbi.nlm.nih.gov/protein/XP_001209381.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_001209381.1																																								
Q0C8A6	CH476609	https://www.ebi.ac.uk/ena/browser/view/CH476609																																																									EAU29527.1	https://www.ebi.ac.uk/ena/browser/view/EAU29527.1	XP_001209380.1	https://www.ncbi.nlm.nih.gov/protein/XP_001209380.1																																																	XP_001209380.1	XM_001209380.1	https://www.ncbi.nlm.nih.gov/protein/XP_001209380.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_001209380.1																																								
Q0C8A7	CH476609	https://www.ebi.ac.uk/ena/browser/view/CH476609																																																									EAU29526.1	https://www.ebi.ac.uk/ena/browser/view/EAU29526.1	XP_001209379.1	https://www.ncbi.nlm.nih.gov/protein/XP_001209379.1																																																	XP_001209379.1	XM_001209379.1	https://www.ncbi.nlm.nih.gov/protein/XP_001209379.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_001209379.1																																								
Q0C9L5	CH476608	https://www.ebi.ac.uk/ena/browser/view/CH476608																																																									EAU29810.1	https://www.ebi.ac.uk/ena/browser/view/EAU29810.1	XP_001218241.1	https://www.ncbi.nlm.nih.gov/protein/XP_001218241.1																																																	XP_001218241.1	XM_001218240.1	https://www.ncbi.nlm.nih.gov/protein/XP_001218241.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_001218240.1																																								
Q0CPG7	CH476599	https://www.ebi.ac.uk/ena/browser/view/CH476599																																																									EAU34864.1	https://www.ebi.ac.uk/ena/browser/view/EAU34864.1	XP_001213595.1	https://www.ncbi.nlm.nih.gov/protein/XP_001213595.1																																																	XP_001213595.1	XM_001213595.1	https://www.ncbi.nlm.nih.gov/protein/XP_001213595.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_001213595.1																																								
Q0CPG8	CH476599	https://www.ebi.ac.uk/ena/browser/view/CH476599																																																									EAU34863.1	https://www.ebi.ac.uk/ena/browser/view/EAU34863.1	XP_001213594.1	https://www.ncbi.nlm.nih.gov/protein/XP_001213594.1																																																	XP_001213594.1	XM_001213594.1	https://www.ncbi.nlm.nih.gov/protein/XP_001213594.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_001213594.1																																								
Q0JA83	AL731610	https://www.ebi.ac.uk/ena/browser/view/AL731610	AP008210	https://www.ebi.ac.uk/ena/browser/view/AP008210	AP014960	https://www.ebi.ac.uk/ena/browser/view/AP014960																							AY347879	https://www.ebi.ac.uk/ena/browser/view/AY347879	AB243669	https://www.ebi.ac.uk/ena/browser/view/AB243669																											AAQ72562.1	https://www.ebi.ac.uk/ena/browser/view/AAQ72562.1	CAE05199.3	https://www.ebi.ac.uk/ena/browser/view/CAE05199.3	BAF15754.1	https://www.ebi.ac.uk/ena/browser/view/BAF15754.1	BAS90961.1	https://www.ebi.ac.uk/ena/browser/view/BAS90961.1	BAE98301.1	https://www.ebi.ac.uk/ena/browser/view/BAE98301.1																																																																																						
Q0VHD6																													AY860846	https://www.ebi.ac.uk/ena/browser/view/AY860846																													AAX40665.1	https://www.ebi.ac.uk/ena/browser/view/AAX40665.1																																																																																														
Q15FB2	DQ443465	https://www.ebi.ac.uk/ena/browser/view/DQ443465																																																									ABF20225.1	https://www.ebi.ac.uk/ena/browser/view/ABF20225.1																																																																																														
Q15FB3	DQ443465	https://www.ebi.ac.uk/ena/browser/view/DQ443465																																																									ABF20224.1	https://www.ebi.ac.uk/ena/browser/view/ABF20224.1																																																																																														
Q15FB5	DQ443465	https://www.ebi.ac.uk/ena/browser/view/DQ443465																																																									ABF20222.1	https://www.ebi.ac.uk/ena/browser/view/ABF20222.1																																																																																														
Q1ZXA1	AAFI02000218	https://www.ebi.ac.uk/ena/browser/view/AAFI02000218																																																									EAS66806.1	https://www.ebi.ac.uk/ena/browser/view/EAS66806.1	XP_001134489.1	https://www.ncbi.nlm.nih.gov/protein/XP_001134489.1																																																	XP_001134489.1	XM_001134489.1	https://www.ncbi.nlm.nih.gov/protein/XP_001134489.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_001134489.1																																								
Q20HU6																													DQ195276	https://www.ebi.ac.uk/ena/browser/view/DQ195276	BT071470	https://www.ebi.ac.uk/ena/browser/view/BT071470																											ABA86249.1	https://www.ebi.ac.uk/ena/browser/view/ABA86249.1	ACN40929.1	https://www.ebi.ac.uk/ena/browser/view/ACN40929.1																																																																																												
Q29VN1	CM000781	https://www.ebi.ac.uk/ena/browser/view/CM000781																											AY928082	https://www.ebi.ac.uk/ena/browser/view/AY928082																													AAX99150.1	https://www.ebi.ac.uk/ena/browser/view/AAX99150.1	AQK67959.1	https://www.ebi.ac.uk/ena/browser/view/AQK67959.1	NP_001105855.1	https://www.ncbi.nlm.nih.gov/protein/NP_001105855.1																																															NP_001105855.1	NM_001112385.1	https://www.ncbi.nlm.nih.gov/protein/NP_001105855.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001112385.1																																								
Q2R712	AC135562	https://www.ebi.ac.uk/ena/browser/view/AC135562	DP000010	https://www.ebi.ac.uk/ena/browser/view/DP000010	AP008217	https://www.ebi.ac.uk/ena/browser/view/AP008217	AP014967	https://www.ebi.ac.uk/ena/browser/view/AP014967																					AK070534	https://www.ebi.ac.uk/ena/browser/view/AK070534																													AAX96835.1	https://www.ebi.ac.uk/ena/browser/view/AAX96835.1	ABA92749.2	https://www.ebi.ac.uk/ena/browser/view/ABA92749.2	BAF28063.1	https://www.ebi.ac.uk/ena/browser/view/BAF28063.1	BAT13616.1	https://www.ebi.ac.uk/ena/browser/view/BAT13616.1	BAG92014.1	https://www.ebi.ac.uk/ena/browser/view/BAG92014.1																																																																																						
Q2U0K2	BA000055	https://www.ebi.ac.uk/ena/browser/view/BA000055																																																									BAE64913.1	https://www.ebi.ac.uk/ena/browser/view/BAE64913.1																																																																																														
Q2XPU6																													DQ268870	https://www.ebi.ac.uk/ena/browser/view/DQ268870																													ABB76767.1	https://www.ebi.ac.uk/ena/browser/view/ABB76767.1	NP_001310632.1	https://www.ncbi.nlm.nih.gov/protein/NP_001310632.1																																																	NP_001310632.1	NM_001323703.1	https://www.ncbi.nlm.nih.gov/protein/NP_001310632.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001323703.1																																								
Q2XPU7																													DQ268869	https://www.ebi.ac.uk/ena/browser/view/DQ268869																													ABB76766.1	https://www.ebi.ac.uk/ena/browser/view/ABB76766.1	NP_001310684.1	https://www.ncbi.nlm.nih.gov/protein/NP_001310684.1																																																	NP_001310684.1	NM_001323755.1	https://www.ncbi.nlm.nih.gov/protein/NP_001310684.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001323755.1																																								
Q2XSC4																													DQ263742	https://www.ebi.ac.uk/ena/browser/view/DQ263742																													ABB73046.1	https://www.ebi.ac.uk/ena/browser/view/ABB73046.1																																																																																														
Q2XSC5																													DQ263741	https://www.ebi.ac.uk/ena/browser/view/DQ263741																													ABB73045.1	https://www.ebi.ac.uk/ena/browser/view/ABB73045.1																																																																																														
Q2XSC6																													DQ263740	https://www.ebi.ac.uk/ena/browser/view/DQ263740																													ABB73044.1	https://www.ebi.ac.uk/ena/browser/view/ABB73044.1																																																																																														
Q39760																													U23205	https://www.ebi.ac.uk/ena/browser/view/U23205																													AAA93065.1	https://www.ebi.ac.uk/ena/browser/view/AAA93065.1	NP_001316936.1	https://www.ncbi.nlm.nih.gov/protein/NP_001316936.1																																																	NP_001316936.1	NM_001330007.1	https://www.ncbi.nlm.nih.gov/protein/NP_001316936.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001330007.1																																								
Q39978																													U20188	https://www.ebi.ac.uk/ena/browser/view/U20188																													AAA86337.1	https://www.ebi.ac.uk/ena/browser/view/AAA86337.1																																																																																														
Q39979																													U20189	https://www.ebi.ac.uk/ena/browser/view/U20189																													AAA86338.1	https://www.ebi.ac.uk/ena/browser/view/AAA86338.1																																																																																														
Q39980																													U20190	https://www.ebi.ac.uk/ena/browser/view/U20190																													AAA86339.1	https://www.ebi.ac.uk/ena/browser/view/AAA86339.1																																																																																														
Q4QSN4																													AY906868	https://www.ebi.ac.uk/ena/browser/view/AY906868																													AAX07266.1	https://www.ebi.ac.uk/ena/browser/view/AAX07266.1																																																																																														
Q4WAZ2	AAHF01000014	https://www.ebi.ac.uk/ena/browser/view/AAHF01000014																																																									EAL85120.1	https://www.ebi.ac.uk/ena/browser/view/EAL85120.1	XP_747158.1	https://www.ncbi.nlm.nih.gov/protein/XP_747158.1																																																	XP_747158.1	XM_742065.1	https://www.ncbi.nlm.nih.gov/protein/XP_747158.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_742065.1																																								
Q4WBI0	AAHF01000014	https://www.ebi.ac.uk/ena/browser/view/AAHF01000014																																																									EAL84932.1	https://www.ebi.ac.uk/ena/browser/view/EAL84932.1	XP_746970.1	https://www.ncbi.nlm.nih.gov/protein/XP_746970.1																																																	XP_746970.1	XM_741877.1	https://www.ncbi.nlm.nih.gov/protein/XP_746970.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_741877.1																																								
Q4WBI3	AAHF01000014	https://www.ebi.ac.uk/ena/browser/view/AAHF01000014																																																									EAL84929.1	https://www.ebi.ac.uk/ena/browser/view/EAL84929.1	XP_746967.1	https://www.ncbi.nlm.nih.gov/protein/XP_746967.1																																																	XP_746967.1	XM_741874.1	https://www.ncbi.nlm.nih.gov/protein/XP_746967.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_741874.1																																								
Q4WBI5	AAHF01000014	https://www.ebi.ac.uk/ena/browser/view/AAHF01000014																																																									EAL84927.1	https://www.ebi.ac.uk/ena/browser/view/EAL84927.1	XP_746965.1	https://www.ncbi.nlm.nih.gov/protein/XP_746965.1																																																	XP_746965.1	XM_741872.1	https://www.ncbi.nlm.nih.gov/protein/XP_746965.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_741872.1																																								
Q4WES9	AAHF01000011	https://www.ebi.ac.uk/ena/browser/view/AAHF01000011																																																									EAL85898.1	https://www.ebi.ac.uk/ena/browser/view/EAL85898.1																																																																																														
Q4WLC8	AAHF01000006	https://www.ebi.ac.uk/ena/browser/view/AAHF01000006																																																									EAL89236.1	https://www.ebi.ac.uk/ena/browser/view/EAL89236.1	XP_751274.1	https://www.ncbi.nlm.nih.gov/protein/XP_751274.1																																																	XP_751274.1	XM_746181.2	https://www.ncbi.nlm.nih.gov/protein/XP_751274.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_746181.2																																								
Q4WLD0	AAHF01000006	https://www.ebi.ac.uk/ena/browser/view/AAHF01000006																																																									EAL89234.2	https://www.ebi.ac.uk/ena/browser/view/EAL89234.2	XP_751272.2	https://www.ncbi.nlm.nih.gov/protein/XP_751272.2																																																	XP_751272.2	XM_746179.2	https://www.ncbi.nlm.nih.gov/protein/XP_751272.2	https://www.ncbi.nlm.nih.gov/nucleotide/XM_746179.2																																								
Q4WLD2	AAHF01000006	https://www.ebi.ac.uk/ena/browser/view/AAHF01000006																																																									EAL89232.1	https://www.ebi.ac.uk/ena/browser/view/EAL89232.1	XP_751270.1	https://www.ncbi.nlm.nih.gov/protein/XP_751270.1																																																	XP_751270.1	XM_746177.1	https://www.ncbi.nlm.nih.gov/protein/XP_751270.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_746177.1																																								
Q4WLD5	AAHF01000006	https://www.ebi.ac.uk/ena/browser/view/AAHF01000006																																																									EAL89229.1	https://www.ebi.ac.uk/ena/browser/view/EAL89229.1	XP_751267.1	https://www.ncbi.nlm.nih.gov/protein/XP_751267.1																																																	XP_751267.1	XM_746174.2	https://www.ncbi.nlm.nih.gov/protein/XP_751267.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_746174.2																																								
Q4WQ95	AAHF01000005	https://www.ebi.ac.uk/ena/browser/view/AAHF01000005																																																									EAL89589.1	https://www.ebi.ac.uk/ena/browser/view/EAL89589.1	XP_751627.1	https://www.ncbi.nlm.nih.gov/protein/XP_751627.1																																																	XP_751627.1	XM_746534.2	https://www.ncbi.nlm.nih.gov/protein/XP_751627.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_746534.2																																								
Q54BE5	AAFI01000293	https://www.ebi.ac.uk/ena/browser/view/AAFI01000293																											KX364381	https://www.ebi.ac.uk/ena/browser/view/KX364381																													APC23392.1	https://www.ebi.ac.uk/ena/browser/view/APC23392.1	EAL60645.1	https://www.ebi.ac.uk/ena/browser/view/EAL60645.1	XP_629084.1	https://www.ncbi.nlm.nih.gov/protein/XP_629084.1																																															XP_629084.1	XM_629082.1	https://www.ncbi.nlm.nih.gov/protein/XP_629084.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_629082.1																																								
Q54DR1	AAFI02000187	https://www.ebi.ac.uk/ena/browser/view/AAFI02000187																																																									EAL61392.1	https://www.ebi.ac.uk/ena/browser/view/EAL61392.1	XP_629811.1	https://www.ncbi.nlm.nih.gov/protein/XP_629811.1																																																	XP_629811.1	XM_629809.1	https://www.ncbi.nlm.nih.gov/protein/XP_629811.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_629809.1																																								
Q54P86	AAFI01000113	https://www.ebi.ac.uk/ena/browser/view/AAFI01000113																											KX364379	https://www.ebi.ac.uk/ena/browser/view/KX364379																													APC23390.1	https://www.ebi.ac.uk/ena/browser/view/APC23390.1	EAL65123.1	https://www.ebi.ac.uk/ena/browser/view/EAL65123.1	XP_638489.1	https://www.ncbi.nlm.nih.gov/protein/XP_638489.1																																															XP_638489.1	XM_633397.1	https://www.ncbi.nlm.nih.gov/protein/XP_638489.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_633397.1																																								
Q54YE1	AAFI01000052	https://www.ebi.ac.uk/ena/browser/view/AAFI01000052																											KX364380	https://www.ebi.ac.uk/ena/browser/view/KX364380																													APC23391.1	https://www.ebi.ac.uk/ena/browser/view/APC23391.1	EAL68496.1	https://www.ebi.ac.uk/ena/browser/view/EAL68496.1	XP_642261.1	https://www.ncbi.nlm.nih.gov/protein/XP_642261.1																																															XP_642261.1	XM_637169.1	https://www.ncbi.nlm.nih.gov/protein/XP_642261.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_637169.1																																								
Q55D85	AAFI02000005	https://www.ebi.ac.uk/ena/browser/view/AAFI02000005																											AF159949	https://www.ebi.ac.uk/ena/browser/view/AF159949																													AAF80384.1	https://www.ebi.ac.uk/ena/browser/view/AAF80384.1	EAL71963.1	https://www.ebi.ac.uk/ena/browser/view/EAL71963.1	XP_646246.1	https://www.ncbi.nlm.nih.gov/protein/XP_646246.1																																															XP_646246.1	XM_641154.1	https://www.ncbi.nlm.nih.gov/protein/XP_646246.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_641154.1																																								
Q55E23	AAFI01000011	https://www.ebi.ac.uk/ena/browser/view/AAFI01000011																											KX364374	https://www.ebi.ac.uk/ena/browser/view/KX364374																													APC23385.1	https://www.ebi.ac.uk/ena/browser/view/APC23385.1	EAL72064.1	https://www.ebi.ac.uk/ena/browser/view/EAL72064.1	XP_645958.1	https://www.ncbi.nlm.nih.gov/protein/XP_645958.1																																															XP_645958.1	XM_640866.1	https://www.ncbi.nlm.nih.gov/protein/XP_645958.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_640866.1																																								
Q56RZ2	AY742905	https://www.ebi.ac.uk/ena/browser/view/AY742905	JN613320	https://www.ebi.ac.uk/ena/browser/view/JN613320																																																							AAW88515.1	https://www.ebi.ac.uk/ena/browser/view/AAW88515.1	AFO85413.1	https://www.ebi.ac.uk/ena/browser/view/AFO85413.1																																																																																												
Q56RZ6	AY742903	https://www.ebi.ac.uk/ena/browser/view/AY742903																																																									AAW88511.1	https://www.ebi.ac.uk/ena/browser/view/AAW88511.1																																																																																														
Q59723	L23310	https://www.ebi.ac.uk/ena/browser/view/L23310																																																									AAA25810.1	https://www.ebi.ac.uk/ena/browser/view/AAA25810.1																																																																																														
Q5AR23	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308	AACD01000172	https://www.ebi.ac.uk/ena/browser/view/AACD01000172																																																							CBF87263.1	https://www.ebi.ac.uk/ena/browser/view/CBF87263.1	EAA66324.1	https://www.ebi.ac.uk/ena/browser/view/EAA66324.1	XP_682526.1	https://www.ncbi.nlm.nih.gov/protein/XP_682526.1																																															XP_682526.1	XM_677434.1	https://www.ncbi.nlm.nih.gov/protein/XP_682526.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_677434.1																																								
Q5AR29	AACD01000172	https://www.ebi.ac.uk/ena/browser/view/AACD01000172	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308																																																							EAA66318.1	https://www.ebi.ac.uk/ena/browser/view/EAA66318.1	CBF87249.1	https://www.ebi.ac.uk/ena/browser/view/CBF87249.1																																																																																												
Q5AR31	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308	AACD01000172	https://www.ebi.ac.uk/ena/browser/view/AACD01000172																																																							CBF87245.1	https://www.ebi.ac.uk/ena/browser/view/CBF87245.1	EAA66316.1	https://www.ebi.ac.uk/ena/browser/view/EAA66316.1	XP_682518.1	https://www.ncbi.nlm.nih.gov/protein/XP_682518.1																																															XP_682518.1	XM_677426.1	https://www.ncbi.nlm.nih.gov/protein/XP_682518.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_677426.1																																								
Q5AR33	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308	AACD01000172	https://www.ebi.ac.uk/ena/browser/view/AACD01000172																																																							CBF87241.1	https://www.ebi.ac.uk/ena/browser/view/CBF87241.1	EAA66314.1	https://www.ebi.ac.uk/ena/browser/view/EAA66314.1	XP_682516.1	https://www.ncbi.nlm.nih.gov/protein/XP_682516.1																																															XP_682516.1	XM_677424.1	https://www.ncbi.nlm.nih.gov/protein/XP_682516.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_677424.1																																								
Q5AR46	BN001306	https://www.ebi.ac.uk/ena/browser/view/BN001306	AACD01000170	https://www.ebi.ac.uk/ena/browser/view/AACD01000170																																																							CBF82265.1	https://www.ebi.ac.uk/ena/browser/view/CBF82265.1	EAA61525.1	https://www.ebi.ac.uk/ena/browser/view/EAA61525.1	XP_682503.1	https://www.ncbi.nlm.nih.gov/protein/XP_682503.1																																															XP_682503.1	XM_677411.1	https://www.ncbi.nlm.nih.gov/protein/XP_682503.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_677411.1																																								
Q5KSN4	AB183750	https://www.ebi.ac.uk/ena/browser/view/AB183750																																																									BAD86798.1	https://www.ebi.ac.uk/ena/browser/view/BAD86798.1																																																																																														
Q5SBP0																													AY693650	https://www.ebi.ac.uk/ena/browser/view/AY693650																													AAV63792.1	https://www.ebi.ac.uk/ena/browser/view/AAV63792.1																																																																																														
Q5SBP1																													AY693649	https://www.ebi.ac.uk/ena/browser/view/AY693649																													AAV63791.1	https://www.ebi.ac.uk/ena/browser/view/AAV63791.1																																																																																														
Q5SBP2																													AY693648	https://www.ebi.ac.uk/ena/browser/view/AY693648																													AAV63790.1	https://www.ebi.ac.uk/ena/browser/view/AAV63790.1																																																																																														
Q5SBP3																													AY693647	https://www.ebi.ac.uk/ena/browser/view/AY693647																													AAV63789.1	https://www.ebi.ac.uk/ena/browser/view/AAV63789.1																																																																																														
Q5SBP4																													AY693646	https://www.ebi.ac.uk/ena/browser/view/AY693646																													AAV63788.1	https://www.ebi.ac.uk/ena/browser/view/AAV63788.1																																																																																														
Q5SBP5																													AY693645	https://www.ebi.ac.uk/ena/browser/view/AY693645																													AAV63787.1	https://www.ebi.ac.uk/ena/browser/view/AAV63787.1																																																																																														
Q5SBP6																													AY693644	https://www.ebi.ac.uk/ena/browser/view/AY693644																													AAV63786.1	https://www.ebi.ac.uk/ena/browser/view/AAV63786.1																																																																																														
Q5SBP7																													AY693643	https://www.ebi.ac.uk/ena/browser/view/AY693643																													AAV63785.1	https://www.ebi.ac.uk/ena/browser/view/AAV63785.1																																																																																														
Q5W283																													AJ786641	https://www.ebi.ac.uk/ena/browser/view/AJ786641																													CAH10288.1	https://www.ebi.ac.uk/ena/browser/view/CAH10288.1																																																																																														
Q672V4	AY559849	https://www.ebi.ac.uk/ena/browser/view/AY559849																																																									AAT65719.1	https://www.ebi.ac.uk/ena/browser/view/AAT65719.1																																																																																														
Q672V5	AY559849	https://www.ebi.ac.uk/ena/browser/view/AY559849																																																									AAT65718.1	https://www.ebi.ac.uk/ena/browser/view/AAT65718.1																																																																																														
